,ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
0,1304047,1,0,1,RD Gaikwad,UT Yadav,DP Conway,noballs,0,1,1,0,0,,,,Chennai Super Kings
1,1304047,1,0,2,RD Gaikwad,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
2,1304047,1,0,3,RD Gaikwad,UT Yadav,DP Conway,wides,0,1,1,0,0,,,,Chennai Super Kings
3,1304047,1,0,4,RD Gaikwad,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
4,1304047,1,0,5,RD Gaikwad,UT Yadav,DP Conway,,0,0,0,0,1,RD Gaikwad,caught,N Rana,Chennai Super Kings
5,1304047,1,0,6,RV Uthappa,UT Yadav,DP Conway,wides,0,1,1,0,0,,,,Chennai Super Kings
6,1304047,1,0,7,RV Uthappa,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
7,1304047,1,0,8,RV Uthappa,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
8,1304047,1,0,9,RV Uthappa,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
9,1304047,1,1,1,DP Conway,Shivam Mavi,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
10,1304047,1,1,2,DP Conway,Shivam Mavi,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
11,1304047,1,1,3,DP Conway,Shivam Mavi,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
12,1304047,1,1,4,RV Uthappa,Shivam Mavi,DP Conway,,4,0,4,0,0,,,,Chennai Super Kings
13,1304047,1,1,5,RV Uthappa,Shivam Mavi,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
14,1304047,1,1,6,RV Uthappa,Shivam Mavi,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
15,1304047,1,2,1,DP Conway,UT Yadav,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
16,1304047,1,2,2,RV Uthappa,UT Yadav,DP Conway,,6,0,6,0,0,,,,Chennai Super Kings
17,1304047,1,2,3,RV Uthappa,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
18,1304047,1,2,4,RV Uthappa,UT Yadav,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
19,1304047,1,2,5,RV Uthappa,UT Yadav,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
20,1304047,1,2,6,DP Conway,UT Yadav,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
21,1304047,1,3,1,RV Uthappa,Shivam Mavi,DP Conway,,1,0,1,0,0,,,,Chennai Super Kings
22,1304047,1,3,2,DP Conway,Shivam Mavi,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
23,1304047,1,3,3,DP Conway,Shivam Mavi,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
24,1304047,1,3,4,RV Uthappa,Shivam Mavi,DP Conway,,6,0,6,0,0,,,,Chennai Super Kings
25,1304047,1,3,5,RV Uthappa,Shivam Mavi,DP Conway,,0,0,0,0,0,,,,Chennai Super Kings
26,1304047,1,3,6,RV Uthappa,Shivam Mavi,DP Conway,,4,0,4,0,0,,,,Chennai Super Kings
27,1304047,1,4,1,DP Conway,UT Yadav,RV Uthappa,,0,0,0,0,1,DP Conway,caught,SS Iyer,Chennai Super Kings
28,1304047,1,4,2,AT Rayudu,UT Yadav,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
29,1304047,1,4,3,AT Rayudu,UT Yadav,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
30,1304047,1,4,4,AT Rayudu,UT Yadav,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
31,1304047,1,4,5,AT Rayudu,UT Yadav,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
32,1304047,1,4,6,RV Uthappa,UT Yadav,AT Rayudu,,0,0,0,0,0,,,,Chennai Super Kings
33,1304047,1,5,1,AT Rayudu,CV Varun,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
34,1304047,1,5,2,RV Uthappa,CV Varun,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
35,1304047,1,5,3,AT Rayudu,CV Varun,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
36,1304047,1,5,4,AT Rayudu,CV Varun,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
37,1304047,1,5,5,AT Rayudu,CV Varun,RV Uthappa,,4,0,4,0,0,,,,Chennai Super Kings
38,1304047,1,5,6,AT Rayudu,CV Varun,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
39,1304047,1,6,1,RV Uthappa,SP Narine,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
40,1304047,1,6,2,AT Rayudu,SP Narine,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
41,1304047,1,6,3,RV Uthappa,SP Narine,AT Rayudu,,2,0,2,0,0,,,,Chennai Super Kings
42,1304047,1,6,4,RV Uthappa,SP Narine,AT Rayudu,,0,0,0,0,0,,,,Chennai Super Kings
43,1304047,1,6,5,RV Uthappa,SP Narine,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
44,1304047,1,6,6,AT Rayudu,SP Narine,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
45,1304047,1,7,1,RV Uthappa,CV Varun,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
46,1304047,1,7,2,AT Rayudu,CV Varun,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
47,1304047,1,7,3,AT Rayudu,CV Varun,RV Uthappa,,6,0,6,0,0,,,,Chennai Super Kings
48,1304047,1,7,4,AT Rayudu,CV Varun,RV Uthappa,,0,0,0,0,0,,,,Chennai Super Kings
49,1304047,1,7,5,AT Rayudu,CV Varun,RV Uthappa,,1,0,1,0,0,,,,Chennai Super Kings
50,1304047,1,7,6,RV Uthappa,CV Varun,AT Rayudu,wides,0,1,1,0,1,RV Uthappa,stumped,SP Jackson,Chennai Super Kings
51,1304047,1,7,7,RA Jadeja,CV Varun,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
52,1304047,1,8,1,RA Jadeja,SP Narine,AT Rayudu,,1,0,1,0,0,,,,Chennai Super Kings
53,1304047,1,8,2,AT Rayudu,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
54,1304047,1,8,3,AT Rayudu,SP Narine,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
55,1304047,1,8,4,RA Jadeja,SP Narine,AT Rayudu,,0,0,0,0,1,AT Rayudu,run out,SS Iyer,Chennai Super Kings
56,1304047,1,8,5,RA Jadeja,SP Narine,S Dube,,1,0,1,0,0,,,,Chennai Super Kings
57,1304047,1,8,6,S Dube,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
58,1304047,1,9,1,RA Jadeja,CV Varun,S Dube,,2,0,2,0,0,,,,Chennai Super Kings
59,1304047,1,9,2,RA Jadeja,CV Varun,S Dube,,1,0,1,0,0,,,,Chennai Super Kings
60,1304047,1,9,3,S Dube,CV Varun,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
61,1304047,1,9,4,S Dube,CV Varun,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
62,1304047,1,9,5,RA Jadeja,CV Varun,S Dube,,0,0,0,0,0,,,,Chennai Super Kings
63,1304047,1,9,6,RA Jadeja,CV Varun,S Dube,,0,0,0,0,0,,,,Chennai Super Kings
64,1304047,1,10,1,S Dube,AD Russell,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
65,1304047,1,10,2,RA Jadeja,AD Russell,S Dube,,1,0,1,0,0,,,,Chennai Super Kings
66,1304047,1,10,3,S Dube,AD Russell,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
67,1304047,1,10,4,RA Jadeja,AD Russell,S Dube,,1,0,1,0,0,,,,Chennai Super Kings
68,1304047,1,10,5,S Dube,AD Russell,RA Jadeja,,0,0,0,0,1,S Dube,caught,SP Narine,Chennai Super Kings
69,1304047,1,10,6,MS Dhoni,AD Russell,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
70,1304047,1,11,1,RA Jadeja,CV Varun,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
71,1304047,1,11,2,MS Dhoni,CV Varun,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
72,1304047,1,11,3,MS Dhoni,CV Varun,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
73,1304047,1,11,4,MS Dhoni,CV Varun,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
74,1304047,1,11,5,RA Jadeja,CV Varun,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
75,1304047,1,11,6,MS Dhoni,CV Varun,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
76,1304047,1,12,1,RA Jadeja,AD Russell,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
77,1304047,1,12,2,RA Jadeja,AD Russell,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
78,1304047,1,12,3,MS Dhoni,AD Russell,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
79,1304047,1,12,4,MS Dhoni,AD Russell,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
80,1304047,1,12,5,MS Dhoni,AD Russell,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
81,1304047,1,12,6,RA Jadeja,AD Russell,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
82,1304047,1,13,1,MS Dhoni,Shivam Mavi,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
83,1304047,1,13,2,MS Dhoni,Shivam Mavi,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
84,1304047,1,13,3,MS Dhoni,Shivam Mavi,RA Jadeja,,2,0,2,0,0,,,,Chennai Super Kings
85,1304047,1,13,4,MS Dhoni,Shivam Mavi,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
86,1304047,1,13,5,MS Dhoni,Shivam Mavi,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
87,1304047,1,13,6,RA Jadeja,Shivam Mavi,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
88,1304047,1,14,1,MS Dhoni,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
89,1304047,1,14,2,MS Dhoni,SP Narine,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
90,1304047,1,14,3,RA Jadeja,SP Narine,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
91,1304047,1,14,4,MS Dhoni,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
92,1304047,1,14,5,MS Dhoni,SP Narine,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
93,1304047,1,14,6,RA Jadeja,SP Narine,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
94,1304047,1,15,1,RA Jadeja,UT Yadav,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
95,1304047,1,15,2,MS Dhoni,UT Yadav,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
96,1304047,1,15,3,MS Dhoni,UT Yadav,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
97,1304047,1,15,4,MS Dhoni,UT Yadav,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
98,1304047,1,15,5,RA Jadeja,UT Yadav,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
99,1304047,1,15,6,MS Dhoni,UT Yadav,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
100,1304047,1,16,1,MS Dhoni,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
101,1304047,1,16,2,MS Dhoni,SP Narine,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
102,1304047,1,16,3,RA Jadeja,SP Narine,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
103,1304047,1,16,4,MS Dhoni,SP Narine,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
104,1304047,1,16,5,MS Dhoni,SP Narine,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
105,1304047,1,16,6,RA Jadeja,SP Narine,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
106,1304047,1,17,1,MS Dhoni,AD Russell,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
107,1304047,1,17,2,MS Dhoni,AD Russell,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
108,1304047,1,17,3,RA Jadeja,AD Russell,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
109,1304047,1,17,4,MS Dhoni,AD Russell,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
110,1304047,1,17,5,MS Dhoni,AD Russell,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
111,1304047,1,17,6,MS Dhoni,AD Russell,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
112,1304047,1,18,1,RA Jadeja,Shivam Mavi,MS Dhoni,,0,0,0,0,0,,,,Chennai Super Kings
113,1304047,1,18,2,RA Jadeja,Shivam Mavi,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
114,1304047,1,18,3,MS Dhoni,Shivam Mavi,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
115,1304047,1,18,4,RA Jadeja,Shivam Mavi,MS Dhoni,wides,0,1,1,0,0,,,,Chennai Super Kings
116,1304047,1,18,5,RA Jadeja,Shivam Mavi,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
117,1304047,1,18,6,MS Dhoni,Shivam Mavi,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
118,1304047,1,18,7,MS Dhoni,Shivam Mavi,RA Jadeja,noballs,6,1,7,0,0,,,,Chennai Super Kings
119,1304047,1,18,8,MS Dhoni,Shivam Mavi,RA Jadeja,,0,0,0,0,0,,,,Chennai Super Kings
120,1304047,1,19,1,RA Jadeja,AD Russell,MS Dhoni,,1,0,1,0,0,,,,Chennai Super Kings
121,1304047,1,19,2,MS Dhoni,AD Russell,RA Jadeja,,2,0,2,0,0,,,,Chennai Super Kings
122,1304047,1,19,3,MS Dhoni,AD Russell,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
123,1304047,1,19,4,MS Dhoni,AD Russell,RA Jadeja,,4,0,4,0,0,,,,Chennai Super Kings
124,1304047,1,19,5,MS Dhoni,AD Russell,RA Jadeja,,1,0,1,0,0,,,,Chennai Super Kings
125,1304047,1,19,6,RA Jadeja,AD Russell,MS Dhoni,,6,0,6,0,0,,,,Chennai Super Kings
126,1304047,2,0,1,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
127,1304047,2,0,2,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
128,1304047,2,0,3,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
129,1304047,2,0,4,AM Rahane,TU Deshpande,VR Iyer,,2,0,2,0,0,,,,Kolkata Knight Riders
130,1304047,2,0,5,AM Rahane,TU Deshpande,VR Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
131,1304047,2,0,6,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
132,1304047,2,1,1,VR Iyer,AF Milne,AM Rahane,,2,0,2,0,0,,,,Kolkata Knight Riders
133,1304047,2,1,2,VR Iyer,AF Milne,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
134,1304047,2,1,3,VR Iyer,AF Milne,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
135,1304047,2,1,4,VR Iyer,AF Milne,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
136,1304047,2,1,5,VR Iyer,AF Milne,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
137,1304047,2,1,6,VR Iyer,AF Milne,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
138,1304047,2,2,1,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
139,1304047,2,2,2,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
140,1304047,2,2,3,AM Rahane,TU Deshpande,VR Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
141,1304047,2,2,4,VR Iyer,TU Deshpande,AM Rahane,,2,0,2,0,0,,,,Kolkata Knight Riders
142,1304047,2,2,5,VR Iyer,TU Deshpande,AM Rahane,,4,0,4,0,0,,,,Kolkata Knight Riders
143,1304047,2,2,6,VR Iyer,TU Deshpande,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
144,1304047,2,3,1,AM Rahane,AF Milne,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
145,1304047,2,3,2,AM Rahane,AF Milne,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
146,1304047,2,3,3,AM Rahane,AF Milne,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
147,1304047,2,3,4,AM Rahane,AF Milne,VR Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
148,1304047,2,3,5,AM Rahane,AF Milne,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
149,1304047,2,3,6,AM Rahane,AF Milne,VR Iyer,,6,0,6,0,0,,,,Kolkata Knight Riders
150,1304047,2,4,1,VR Iyer,TU Deshpande,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
151,1304047,2,4,2,VR Iyer,TU Deshpande,AM Rahane,,4,0,4,0,0,,,,Kolkata Knight Riders
152,1304047,2,4,3,VR Iyer,TU Deshpande,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
153,1304047,2,4,4,AM Rahane,TU Deshpande,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
154,1304047,2,4,5,AM Rahane,TU Deshpande,VR Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
155,1304047,2,4,6,AM Rahane,TU Deshpande,VR Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
156,1304047,2,5,1,AM Rahane,MJ Santner,VR Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
157,1304047,2,5,2,AM Rahane,MJ Santner,VR Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
158,1304047,2,5,3,VR Iyer,MJ Santner,AM Rahane,,2,0,2,0,0,,,,Kolkata Knight Riders
159,1304047,2,5,4,VR Iyer,MJ Santner,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
160,1304047,2,5,5,AM Rahane,MJ Santner,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
161,1304047,2,5,6,AM Rahane,MJ Santner,VR Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
162,1304047,2,6,1,VR Iyer,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
163,1304047,2,6,2,VR Iyer,DJ Bravo,AM Rahane,,0,0,0,0,1,VR Iyer,caught,MS Dhoni,Kolkata Knight Riders
164,1304047,2,6,3,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
165,1304047,2,6,4,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
166,1304047,2,6,5,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
167,1304047,2,6,6,N Rana,DJ Bravo,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
168,1304047,2,7,1,N Rana,S Dube,AM Rahane,,4,0,4,0,0,,,,Kolkata Knight Riders
169,1304047,2,7,2,N Rana,S Dube,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
170,1304047,2,7,3,AM Rahane,S Dube,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
171,1304047,2,7,4,N Rana,S Dube,AM Rahane,,4,0,4,0,0,,,,Kolkata Knight Riders
172,1304047,2,7,5,N Rana,S Dube,AM Rahane,byes,0,4,4,0,0,,,,Kolkata Knight Riders
173,1304047,2,7,6,N Rana,S Dube,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
174,1304047,2,8,1,N Rana,MJ Santner,AM Rahane,,6,0,6,0,0,,,,Kolkata Knight Riders
175,1304047,2,8,2,N Rana,MJ Santner,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
176,1304047,2,8,3,AM Rahane,MJ Santner,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
177,1304047,2,8,4,N Rana,MJ Santner,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
178,1304047,2,8,5,AM Rahane,MJ Santner,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
179,1304047,2,8,6,N Rana,MJ Santner,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
180,1304047,2,9,1,N Rana,DJ Bravo,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
181,1304047,2,9,2,AM Rahane,DJ Bravo,N Rana,,4,0,4,0,0,,,,Kolkata Knight Riders
182,1304047,2,9,3,AM Rahane,DJ Bravo,N Rana,,1,0,1,0,0,,,,Kolkata Knight Riders
183,1304047,2,9,4,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
184,1304047,2,9,5,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
185,1304047,2,9,6,N Rana,DJ Bravo,AM Rahane,,0,0,0,0,1,N Rana,caught,AT Rayudu,Kolkata Knight Riders
186,1304047,2,10,1,AM Rahane,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
187,1304047,2,10,2,AM Rahane,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
188,1304047,2,10,3,SS Iyer,RA Jadeja,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
189,1304047,2,10,4,AM Rahane,RA Jadeja,SS Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
190,1304047,2,10,5,AM Rahane,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
191,1304047,2,10,6,SS Iyer,RA Jadeja,AM Rahane,,0,0,0,0,0,,,,Kolkata Knight Riders
192,1304047,2,11,1,AM Rahane,MJ Santner,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
193,1304047,2,11,2,SS Iyer,MJ Santner,AM Rahane,,1,0,1,0,0,,,,Kolkata Knight Riders
194,1304047,2,11,3,AM Rahane,MJ Santner,SS Iyer,,2,0,2,0,0,,,,Kolkata Knight Riders
195,1304047,2,11,4,AM Rahane,MJ Santner,SS Iyer,,0,0,0,0,1,AM Rahane,caught,RA Jadeja,Kolkata Knight Riders
196,1304047,2,11,5,SW Billings,MJ Santner,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
197,1304047,2,11,6,SS Iyer,MJ Santner,SW Billings,,2,0,2,0,0,,,,Kolkata Knight Riders
198,1304047,2,12,1,SW Billings,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
199,1304047,2,12,2,SS Iyer,RA Jadeja,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
200,1304047,2,12,3,SW Billings,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
201,1304047,2,12,4,SW Billings,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
202,1304047,2,12,5,SW Billings,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
203,1304047,2,12,6,SS Iyer,RA Jadeja,SW Billings,,0,0,0,0,0,,,,Kolkata Knight Riders
204,1304047,2,13,1,SW Billings,MJ Santner,SS Iyer,,2,0,2,0,0,,,,Kolkata Knight Riders
205,1304047,2,13,2,SW Billings,MJ Santner,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
206,1304047,2,13,3,SW Billings,MJ Santner,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
207,1304047,2,13,4,SS Iyer,MJ Santner,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
208,1304047,2,13,5,SW Billings,MJ Santner,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
209,1304047,2,13,6,SS Iyer,MJ Santner,SW Billings,,0,0,0,0,0,,,,Kolkata Knight Riders
210,1304047,2,14,1,SW Billings,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
211,1304047,2,14,2,SW Billings,RA Jadeja,SS Iyer,,2,0,2,0,0,,,,Kolkata Knight Riders
212,1304047,2,14,3,SW Billings,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
213,1304047,2,14,4,SS Iyer,RA Jadeja,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
214,1304047,2,14,5,SW Billings,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
215,1304047,2,14,6,SS Iyer,RA Jadeja,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
216,1304047,2,15,1,SS Iyer,DJ Bravo,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
217,1304047,2,15,2,SW Billings,DJ Bravo,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
218,1304047,2,15,3,SW Billings,DJ Bravo,SS Iyer,,2,0,2,0,0,,,,Kolkata Knight Riders
219,1304047,2,15,4,SW Billings,DJ Bravo,SS Iyer,,4,0,4,0,0,,,,Kolkata Knight Riders
220,1304047,2,15,5,SW Billings,DJ Bravo,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
221,1304047,2,15,6,SS Iyer,DJ Bravo,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
222,1304047,2,16,1,SS Iyer,RA Jadeja,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
223,1304047,2,16,2,SW Billings,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
224,1304047,2,16,3,SW Billings,RA Jadeja,SS Iyer,,6,0,6,0,0,,,,Kolkata Knight Riders
225,1304047,2,16,4,SW Billings,RA Jadeja,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
226,1304047,2,16,5,SS Iyer,RA Jadeja,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
227,1304047,2,16,6,SW Billings,RA Jadeja,SS Iyer,,0,0,0,0,0,,,,Kolkata Knight Riders
228,1304047,2,17,1,SS Iyer,DJ Bravo,SW Billings,,0,0,0,0,0,,,,Kolkata Knight Riders
229,1304047,2,17,2,SS Iyer,DJ Bravo,SW Billings,,1,0,1,0,0,,,,Kolkata Knight Riders
230,1304047,2,17,3,SW Billings,DJ Bravo,SS Iyer,,0,0,0,0,1,SW Billings,caught,TU Deshpande,Kolkata Knight Riders
231,1304047,2,17,4,SP Jackson,DJ Bravo,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
232,1304047,2,17,5,SS Iyer,DJ Bravo,SP Jackson,,1,0,1,0,0,,,,Kolkata Knight Riders
233,1304047,2,17,6,SP Jackson,DJ Bravo,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
234,1304047,2,18,1,SP Jackson,AF Milne,SS Iyer,,1,0,1,0,0,,,,Kolkata Knight Riders
